CD,Cluster,Very low density,Low density,Medium density,High density,obama08,mccain08,kerry04,bush04,gore00,bush00,cong_D10,cong_R10,incumbent2010,Incumbent,winner2010,cong_D08,cong_R08
MN-05,Urban-suburban mix,4.509475734596233e-4,0.01923015641497782,0.41309173314230024,0.5672271628692622,0.74,0.24,0.71,0.28,0.63,0.29,0.6779999999999999,0.242,D,"Ellison, Keith",D,0,0.22004852097773178
MN-06,Rural-suburban mix,0.3018286899585639,0.5140089619586092,0.18416234808282694,0,0.45,0.53,0.42,0.57,0.42,0.52,0.39799999999999996,0.525,R,"Bachmann, Michele",R,0,0.46406078201247764
MN-07,Pure rural,0.6868633740677765,0.25317744833880024,0.05995917759342319,0,0.47,0.5,0.43,0.55,0.4,0.54,0.552,0.376,D,"Peterson, Collin C.",D,0,0.2766683615101055
MN-08,Pure rural,0.6413478065208856,0.2895022775411185,0.050515390170026125,0.018634525767969885,0.53,0.45,0.53,0.46,0.49,0.44,0.466,0.48200000000000004,D,"Oberstar, James L.",R,0,0.32151173856092075
MO-01,Dense suburban,7.000839814612039e-4,0.16104815033860287,0.5972142339971328,0.2410375316828031,0.8,0.19,0.75,0.25,0.72,0.26,0.735,0.237,D,"Clay, Wm. Lacy",D,0.8685859562430622,0
MO-02,Dense suburban,0.09134121767975838,0.28815652568666356,0.6173927790612463,0.0031094775723318033,0.44,0.55,0.4,0.6,0.39,0.59,0.292,0.679,R,"Akin, W. Todd",R,0.3540896404355205,0.6227589220840851
MO-03,Dense suburban,0.1134141055997712,0.25289021639969855,0.30905333539863195,0.32464234260189834,0.6,0.39,0.57,0.43,0.54,0.43,0.489,0.467,D,"Carnahan, Russ",D,0.6636815692084793,0.3040570883499251
MO-04,Pure rural,0.6514464953673299,0.3044664245725219,0.044087080060148345,0,0.38,0.61,0.35,0.64,0.4,0.58,0.451,0.504,D,"Skelton, Ike",R,0.6591059629928655,0.3408940370071345
MO-05,Dense suburban,0.040086405524065276,0.32115376064930645,0.5227150287410731,0.11604480508555508,0.64,0.35,0.59,0.4,0.6,0.37,0.531,0.444,D,"Cleaver, Emanuel",D,0.6437315405577403,0.35626845944225966
MO-06,Rural-suburban mix,0.3590498658976085,0.39094140830181906,0.23123575414530143,0.018772971655271097,0.45,0.54,0.42,0.57,0.44,0.53,0.305,0.695,R,"Graves, Sam",R,0.36859500633506603,0.594274551782739
MO-07,Rural-suburban mix,0.3957560353285062,0.3935782459536848,0.19070049035903228,0.01996522835877662,0.35,0.63,0.32,0.67,0.36,0.62,0.303,0.634,R,"Blunt, Roy",R,0.28157989183569915,0.6776233555684814
MO-08,Pure rural,0.6513657721329275,0.32293441329225464,0.02569981457481789,0,0.36,0.62,0.36,0.64,0.39,0.59,0.28800000000000003,0.6559999999999999,R,"Emerson, Jo Ann",R,0.26156356005289483,0.7143606623354223
MO-09,Pure rural,0.5511589087539638,0.3465461460091702,0.09568191051567097,0.006613034721195027,0.44,0.55,0.41,0.59,0.42,0.55,0,0.7759999999999999,R,"Luetkemeyer, Blaine",R,0.47487852962635246,0.49994877287756717
MS-01,Pure rural,0.624518959764225,0.33165895211728585,0.04382208811848918,0,0.38,0.62,0.37,0.62,0.4,0.59,0.406,0.5539999999999999,D,"Childers, Travis W.",R,0.5447129227948176,0.4388483518801133
MS-02,Rural-suburban mix,0.46606840758568685,0.36239629144496555,0.1715353009693476,0,0.66,0.34,0.59,0.4,0.57,0.41,0.616,0.375,D,"Thompson, Bennie G.",D,0.6905024488817344,0.3094975511182656
MS-03,Pure rural,0.6070779434772383,0.2926152788050386,0.10030677771772303,0,0.38,0.62,0.34,0.65,0.35,0.64,0.308,0.6829999999999999,R,"Harper, Gregg",R,0.37462485588305183,0.6253751441169482
MS-04,Pure rural,0.4739496913830865,0.41681599339550157,0.10923431522141192,0,0.32,0.68,0.31,0.68,0.33,0.65,0.47,0.518,D,"Taylor, Gene",R,0.7453626096744103,0.25463739032558974
MT-AL,Pure rural,0.5175553230949601,0.25934516860973406,0.1942764158618982,0.02882309243340762,0.47,0.49,0.39,0.59,0.33,0.58,0.33799999999999997,0.605,R,"Rehberg, Denny",R,0.3242462050322312,0.6414431274693283
NC-01,Pure rural,0.6233643996648951,0.26971106406734546,0.10692453626775944,0,0.62,0.37,0.57,0.42,0.57,0.42,0.5920000000000001,0.408,D,"Butterfield, G. K.",D,0.7028267662275632,0.29717323377243676
NC-02,Pure rural,0.47422538761349076,0.3938605424040751,0.1284272315464946,0.003486838435939547,0.52,0.47,0.46,0.54,0.46,0.53,0.485,0.496,D,"Etheridge, Bob",R,0.6692691753510036,0.31271319907516
NC-03,Pure rural,0.52855916108999,0.3829025638283077,0.08853827508170241,0,0.38,0.61,0.32,0.68,0.35,0.64,0.256,0.72,R,"Jones, Walter B.",R,0.34100310406796275,0.6589968959320373
NC-04,Sparse suburban,0.09577811143243749,0.4697785203871195,0.4039491811634145,0.030494187017028586,0.63,0.36,0.55,0.44,0.53,0.46,0.569,0.431,D,"Price, David E.",D,0.6331957741042369,0.36680422589576317
NC-05,Pure rural,0.5183262093687808,0.3928974460648983,0.08877634456632087,0,0.38,0.61,0.33,0.66,0.33,0.66,0.341,0.659,R,"Foxx, Virginia",R,0.4163151567800369,0.5836848432199631
NC-06,Rural-suburban mix,0.36141220152517434,0.5211231724583938,0.11746462601643184,0,0.36,0.63,0.3,0.69,0.32,0.67,0.247,0.753,R,"Coble, Howard",R,0.33002719079938525,0.6699728092006147
NC-07,Pure rural,0.5450457841653711,0.32793798653669226,0.12002513783285436,0.0069910914650822545,0.47,0.52,0.44,0.56,0.48,0.52,0.5379999999999999,0.462,D,"McIntyre, Mike",D,0.6884435281520193,0.3115564718479807
NC-08,Rural-suburban mix,0.28291376565135057,0.3963767883795327,0.3038929940707406,0.016816451898376137,0.53,0.47,0.45,0.54,0.46,0.54,0.529,0.44,D,"Kissell, Larry",D,0.5538212734172131,0.4461787265827869
NC-09,Sparse suburban,0.05313964455036194,0.5773992507646383,0.35362317972421453,0.01583792496078526,0.45,0.55,0.36,0.63,0.36,0.63,0.31,0.69,R,"Myrick, Sue Wilkins",R,0.358926524581935,0.6237091929011108
NC-10,Rural-suburban mix,0.38505458442172164,0.5975275444771697,0.017417871101108744,0,0.36,0.63,0.33,0.67,0.34,0.65,0.287,0.713,R,"McHenry, Patrick T.",R,0.4244906574464022,0.5755093425535978
NC-11,Pure rural,0.5105089562795633,0.44821503987887745,0.04127600384155918,0,0.47,0.52,0.43,0.57,0.4,0.58,0.5429999999999999,0.457,D,"Shuler, Heath",D,0.6196128153652896,0.3583248218457601
NC-12,Sparse suburban,0.05608762513711433,0.5497433796585532,0.34797843239688264,0.04619056280744968,0.7,0.29,0.63,0.37,0.57,0.42,0.638,0.342,D,"Watt, Melvin L.",D,0.7155858704370248,0.2844141295629752
NC-13,Sparse suburban,0.2301353853621768,0.31897013916922123,0.4077832943704186,0.043111181098183383,0.59,0.4,0.52,0.47,0.49,0.5,0.5539999999999999,0.446,D,"Miller, Brad",D,0.6593330990403917,0.3406669009596083
ND-AL,Rural-suburban mix,0.4396505454280536,0.22099017084677017,0.25999901872014347,0.07936026500503278,0.45,0.53,0.36,0.63,0.33,0.61,0.45,0.55,D,"Pomeroy, Earl",R,0,0.38025894606086663
NE-01,Rural-suburban mix,0.4279108284510666,0.17458922971512744,0.31927046382257357,0.07822947801123248,0.44,0.54,0.36,0.63,0.36,0.59,0.28600000000000003,0.7140000000000001,R,"Fortenberry, Jeff",R,0.2963891636861731,0.7036108363138269
NE-02,Dense suburban,0.03363534906649529,0.19828124241457404,0.593153972472621,0.17492943604630953,0.5,0.49,0.38,0.6,0.39,0.57,0.386,0.614,R,"Terry, Lee",R,0.4807343261387741,0.5192656738612259
NE-03,Pure rural,0.6028077706180077,0.2785751944573708,0.11861703492462153,0,0.3,0.69,0.24,0.75,0.25,0.71,0.179,0.701,R,"Smith, Adrian",R,0.2312597605413847,0.7687402394586154
NH-01,Rural-suburban mix,0.2879948448594495,0.4956442709853127,0.147375924034627,0.06898496012061084,0.53,0.47,0.48,0.51,0.46,0.49,0.426,0.539,D,"Shea-Porter, Carol",R,0.5172969850852168,0.4583737696843179
NH-02,Pure rural,0.5046455049917538,0.3444963142724371,0.11515354920226094,0.03570463153354817,0.56,0.43,0.52,0.47,0.48,0.47,0.461,0.489,D,"Hodes, Paul W.",R,0.564030379989458,0.4139573050936796
NJ-01,Dense suburban,0.02582309663491427,0.268948080467459,0.4949200245397126,0.21030879835791405,0.65,0.34,0.61,0.39,0.63,0.34,0.626,0.353,D,"Andrews, Robert E.",D,0.7239976574308188,0.25950967361839267
NJ-02,Rural-suburban mix,0.27554547021548137,0.4360527781764052,0.23485810460415915,0.053543647003954274,0.54,0.45,0.49,0.5,0.54,0.43,0.307,0.657,R,"LoBiondo, Frank A.",R,0.3908580282781329,0.5905692602961633
NJ-03,Sparse suburban,0.07370391543500379,0.48992088826432195,0.4189266557705521,0.01744854053012211,0.52,0.47,0.49,0.51,0.54,0.43,0.47200000000000003,0.501,D,"Adler, John H.",R,0.5207629134430006,0.4792370865569994
NJ-04,Sparse suburban,0.05353317321638049,0.3941114682527133,0.43849865408369826,0.113856704447208,0.47,0.52,0.44,0.56,0.5,0.46,0.27899999999999997,0.6940000000000001,R,"Smith, Christopher H.",R,0.32632743001980097,0.6621149498778344
NJ-05,Sparse suburban,0.17616368700962234,0.3484944103323023,0.36603676213981773,0.10930514051825771,0.45,0.54,0.43,0.57,0.45,0.52,0.327,0.65,R,"Garrett, Scott",R,0.42404540997453133,0.5587349153902662
NJ-06,Dense suburban,0.002197977612090836,0.21892536744739324,0.503485275533412,0.2753913794071038,0.6,0.39,0.57,0.43,0.61,0.35,0.55,0.435,D,"Pallone, Frank Jr.",D,0.6694916291614472,0.31610065408014626
NJ-07,Dense suburban,0.0702536202802301,0.3248244517730587,0.40577895286067234,0.1991429750860389,0.51,0.48,0.47,0.53,0.48,0.49,0.405,0.595,R,"Lance, Leonard",R,0.42221305153774336,0.5021885613000122
NJ-08,Urban-suburban mix,6.132363727790503e-4,0.05125653699942046,0.2926390241645005,0.6554912024633,0.63,0.36,0.59,0.41,0.6,0.37,0.625,0.363,D,"Pascrell, Bill Jr.",D,0.7111114087487611,0.2817452876519068
NJ-09,Pure urban,0,0.05354619999743841,0.17753158360686994,0.7689222163956917,0.61,0.38,0.59,0.41,0.63,0.34,0.604,0.38299999999999995,D,"Rothman, Steven R.",D,0.675266319762378,0.31044062800098265
NJ-10,Pure urban,0.007456503029503877,0.009368273161311284,0.09476991497765772,0.8884053088315271,0.87,0.13,0.82,0.18,0.83,0.16,0.857,0.125,D,"Payne, Donald M.",D,0.9892428678700529,0
NJ-11,Sparse suburban,0.04306872624480141,0.5998789742544666,0.27859938853234123,0.0784529109683908,0.45,0.54,0.42,0.58,0.43,0.54,0.305,0.672,R,"Frelinghuysen, Rodney P.",R,0.3700624649531187,0.6184421579750401
NJ-12,Sparse suburban,0.0626098876902709,0.4713476124871582,0.3779943992666546,0.08804810055591625,0.58,0.41,0.54,0.46,0.56,0.4,0.532,0.45799999999999996,D,"Holt, Rush D.",D,0.6311845543341565,0.35317038842226667
NJ-13,Pure urban,1.1825577963333879e-4,0.04316540787306774,0.09106629544415769,0.8656500409031412,0.75,0.24,0.69,0.31,0.72,0.25,0.743,0.228,D,"Sires, Albio",D,0.7535507940382966,0.21742940664651056
NM-01,Dense suburban,0.11481698328589839,0.15066090329211781,0.45033119832283514,0.2841909150991487,0.6,0.4,0.51,0.48,0.48,0.47,0.516,0.484,D,"Heinrich, Martin",D,0.5565444710733843,0.4434555289266157
NM-02,Rural-suburban mix,0.3999716753569556,0.42403250203388704,0.15119910856053975,0.024796714048617653,0.49,0.5,0.41,0.58,0.43,0.54,0.446,0.5539999999999999,D,"Teague, Harry",R,0.5595805693753455,0.4404194306246545
NM-03,Pure rural,0.4903385754471581,0.26859757348337865,0.22572941964025037,0.015334431429212945,0.61,0.38,0.54,0.45,0.52,0.43,0.568,0.43200000000000005,D,"Luján, Ben Ray",D,0.5674141097172287,0.30471613815618204
NV-01,Urban-suburban mix,0,0.08854003134817173,0.3954044396748199,0.5160555289770083,0.64,0.34,0.57,0.42,0.56,0.41,0.617,0.353,D,"Berkley, Shelley",D,0.6764749565354138,0.2832274748604328
NV-02,Rural-suburban mix,0.2893728704164519,0.2781299146304655,0.2480427318461427,0.18445448310693996,0.489,0.491,0.41,0.57,0.37,0.57,0.326,0.633,R,"Heller, Dean",R,0.41438455935906776,0.5182416848749697
NV-03,Urban-suburban mix,0.04779353910430971,0.11644018208381966,0.3432657649614338,0.4925005138504368,0.55,0.43,0.49,0.5,0.49,0.48,0.474,0.48200000000000004,D,"Titus, Dina",R,0.47428904668793526,0.4229128789178187
NY-01,Sparse suburban,0.12918151452708104,0.4082046355378737,0.46261384993504534,0,0.52,0.48,0.489,0.491,0.52,0.44,0.509,0.491,D,"Bishop, Timothy H.",D,0.583786256352628,0.41616692059169935
NY-02,Dense suburban,0.011113411043325661,0.26066975083433863,0.6547538935786318,0.07346294454370383,0.56,0.43,0.53,0.45,0.57,0.39,0.5660000000000001,0.426,D,"Israel, Steve",D,0.6693963441967028,0.3305538492188667
NY-03,Dense suburban,0.016802523496735763,0.08227588628474096,0.5104428248986858,0.3904787653198375,0.47,0.52,0.47,0.52,0.52,0.44,0.28,0.72,R,"King, Peter T.",R,0.3607988072644403,0.6391863945276227
NY-04,Pure urban,0.001793752907000805,0.0387511796393658,0.19937098542177972,0.7600840820318537,0.58,0.41,0.55,0.44,0.59,0.38,0.532,0.46799999999999997,D,"McCarthy, Carolyn",D,0.6400568148561484,0.35993928302461065
NY-05,Pure urban,2.715997936511286e-4,0.043412814359939864,0.11418383289812847,0.8421317529482805,0.63,0.36,0.63,0.36,0.67,0.3,0.624,0.369,D,"Ackerman, Gary L.",D,0.7099472219073172,0.2710640013100052
NY-06,Pure urban,7.871092095984645e-4,5.492886881798251e-6,0.021733634946217686,0.977473762957302,0.89,0.11,0.84,0.15,0.87,0.11,0.8490000000000001,0.151,D,"Meeks, Gregory W.",D,0.9998158718468054,0
NY-07,Pure urban,2.905752967444425e-4,0.01714585671013468,0.03425876757373745,0.9483048004193835,0.79,0.2,0.74,0.25,0.75,0.21,0.797,0.19,D,"Crowley, Joseph",D,0.8464924503898071,0.15347182026711256
NY-08,Pure urban,4.1821806789284846e-5,0.002124704756824638,0.004147662271441444,0.9936858111649447,0.74,0.26,0.72,0.27,0.74,0.18,0.75,0.25,D,"Nadler, Jerrold",D,0.8044340816867723,0.19544583485522438
NY-09,Pure urban,3.498197612409557e-4,0.00872913825497363,0.03001397578347139,0.960907066200314,0.55,0.44,0.56,0.44,0.67,0.3,0.585,0.415,D,"Weiner, Anthony D.",D,0.9304745872343249,0
NY-10,Pure urban,4.7512549525119147e-4,5.963164340756203e-4,0.005738860840647152,0.993189697230026,0.91,0.09,0.86,0.13,0.88,0.08,0.91,0.07200000000000001,D,"Towns, Edolphus",D,0.9418287595115049,0.05808622145030334
NY-11,Pure urban,4.585596990886979e-5,0,0.001892744688997143,0.998061399341094,0.91,0.09,0.86,0.13,0.83,0.09,0.903,0.09699999999999999,D,"Clarke, Yvette D.",D,0.9274898206228678,0.06406954990645977
NY-12,Pure urban,0.0033020952449941505,0.0033279910274200087,0.009480197414417302,0.9838897163131685,0.86,0.13,0.8,0.19,0.77,0.15,0.929,0,D,"Velázquez, Nydia M.",D,0.899451059506319,0.10049046480860177
NY-13,Pure urban,1.5294544523365914e-4,0.044301740679395324,0.10187860559783243,0.8536667082775387,0.49,0.51,0.45,0.55,0.52,0.44,0.478,0.515,D,"McMahon, Michael E.",R,0.574245382670209,0.3331146036725244
NY-14,Pure urban,5.5156640261957274e-5,7.481569255443578e-4,0.00269807898614741,0.9964986074480462,0.78,0.21,0.74,0.25,0.7,0.23,0.7490000000000001,0.217,D,"Maloney, Carolyn B.",D,0.7990955396235631,0.18919967903431192
NY-15,Pure urban,0.020172613906595263,0,0,0.9798273860934047,0.93,0.06,0.9,0.09,0.87,0.07,0.799,0.1,D,"Rangel, Charles B.",D,0.8915904595578058,0.0788963767860648
NY-16,Pure urban,0,0.002762960248408835,0.011780109464161161,0.9854569302874301,0.95,0.05,0.89,0.1,0.92,0.05,0.9540000000000001,0.046,D,"Serrano, José E.",D,0.9658993384927356,0.03408547190302957
NY-17,Urban-suburban mix,0.005946575847632474,0.12399550157085175,0.16042867151315887,0.7096292510683568,0.72,0.28,0.67,0.33,0.69,0.27,0.7070000000000001,0.24600000000000002,D,"Engel, Eliot L.",D,0.7987010740358144,0.2012000731510817
NY-18,Urban-suburban mix,0.003741687670426649,0.2693040520503638,0.3221842302864043,0.40477002999280526,0.62,0.38,0.58,0.42,0.58,0.39,0.618,0.382,D,"Lowey, Nita M.",D,0.684619934119564,0.3152938964635288
NY-19,Rural-suburban mix,0.24866802157699425,0.5783836914186343,0.13399626517185537,0.038952021832516094,0.51,0.48,0.45,0.54,0.47,0.49,0.47100000000000003,0.529,D,"Hall, John J.",R,0.5866993601286861,0.4132472579485683
NY-20,Pure rural,0.6018357726024216,0.3088431534206806,0.07284854896155953,0.016472525015338375,0.51,0.48,0.46,0.54,0.44,0.51,0.446,0.5539999999999999,D,"Murphy, Scott",R,0.6212397783887308,0.3786479402791635
NY-21,Sparse suburban,0.19155642554785174,0.26745574774495673,0.30353534466266935,0.23745248204452224,0.58,0.4,0.55,0.43,0.56,0.39,0.593,0.40700000000000003,D,"Tonko, Paul",D,0.6209038974596914,0.35016239415381045
NY-22,Rural-suburban mix,0.3573598447668574,0.30474858074828687,0.201681448991444,0.13621012549341172,0.59,0.39,0.54,0.45,0.51,0.42,0.524,0.47600000000000003,D,"Hinchey, Maurice D.",D,0.6643517606161171,0.33551423233668876
NY-23,Pure rural,0.7755595636966433,0.11417170151321027,0.09867203789495235,0.011596696895194195,0.52,0.47,0.47,0.51,0.47,0.49,0.48200000000000004,0.45799999999999996,D,"Owens, William L.",D,0.34656160785657186,0.6533241977846295
NY-24,Pure rural,0.5469055950472312,0.19143920336924378,0.18601220564877533,0.07564299593474967,0.51,0.48,0.47,0.53,0.47,0.48,0.467,0.5329999999999999,D,"Arcuri, Michael A.",R,0.519678813788281,0.48026953578182857
NY-25,Sparse suburban,0.198495269921304,0.37713802931698115,0.2657303305172042,0.15863637024451058,0.56,0.43,0.5,0.48,0.51,0.45,0.506,0.494,D,"Maffei, Daniel B.",D,0.5481558626118517,0.41873012445184415
NY-26,Rural-suburban mix,0.34074963567197997,0.29486444196268463,0.3185358971369296,0.04585002522840585,0.46,0.52,0.43,0.55,0.44,0.51,0.26,0.74,R,"Lee, Christopher John",R,0.40548208704015387,0.5497142434386965
NY-27,Sparse suburban,0.20554606705690578,0.27055450754326504,0.2469144506844202,0.276984974715409,0.54,0.44,0.53,0.45,0.53,0.41,0.61,0.39,D,"Higgins, Brian",D,0.744206455749464,0.22582700514937185
NY-28,Urban-suburban mix,0.08464698651024478,0.09570125798853937,0.28082655933249717,0.5388251961687187,0.69,0.3,0.63,0.36,0.6,0.35,0.657,0.34299999999999997,D,"Slaughter, Louise McIntosh",D,0.7799103795318415,0.2199405541652739
NY-29,Pure rural,0.5013949317083006,0.2966580479892354,0.17525512612961094,0.02669189417285305,0.48,0.51,0.42,0.56,0.43,0.53,0.44,0.56,Vacant,Vacant,R,0.5096154194846875,0.4902866675128284
OH-01,Dense suburban,0.051405079101670755,0.1743255982317074,0.5175359548451752,0.25673336782144657,0.55,0.44,0.49,0.51,0.46,0.51,0.451,0.524,D,"Driehaus, Steve",R,0.5246717742752034,0.474815214823315
OH-02,Rural-suburban mix,0.2672923830472482,0.3752165869744606,0.287475361500053,0.07001566847823819,0.4,0.59,0.36,0.64,0.34,0.63,0.345,0.586,R,"Schmidt, Jean",R,0.374559742358816,0.4483119436470219
OH-03,Sparse suburban,0.1727490149490206,0.3888465312634078,0.32495922258426735,0.1134452312033042,0.47,0.51,0.46,0.54,0.45,0.52,0.313,0.687,R,"Turner, Michael R.",R,0.36680371940034157,0.6331962805996584
OH-04,Pure rural,0.4862669973456354,0.34772428935963673,0.15183132106314148,0.014177392231586507,0.38,0.6,0.34,0.65,0.35,0.62,0.24600000000000002,0.716,R,"Jordan, Jim",R,0.3483212149005962,0.6516787850994038
OH-05,Pure rural,0.5641771915576566,0.3666756894065409,0.04918554948530434,0.0199615695504982,0.45,0.53,0.39,0.61,0.37,0.59,0.263,0.68,R,"Latta, Robert E.",R,0.3590900609001001,0.6409099390998999
OH-06,Pure rural,0.5498500171790075,0.28031357177059046,0.15883975559682345,0.010996655453578521,0.48,0.5,0.49,0.51,0.47,0.49,0.451,0.503,D,"Wilson, Charles A.",R,0.622832114725725,0.32838119458867576
OH-07,Rural-suburban mix,0.31053717244734413,0.4155076988142641,0.2409130294147865,0.03304209932360525,0.45,0.54,0.43,0.57,0.42,0.56,0.318,0.626,R,"Austria, Steve",R,0.4178465163647982,0.5821534836352018
OH-08,Sparse suburban,0.2154710425230199,0.42949503009198214,0.3075990205374513,0.04743490684754666,0.38,0.6,0.35,0.64,0.36,0.61,0.301,0.659,R,"Boehner, John A.",R,0.32096325943549986,0.6790367405645001
OH-09,Sparse suburban,0.1625123648052244,0.2854333419306243,0.42119027094765293,0.1308640223164983,0.62,0.36,0.58,0.42,0.55,0.41,0.59,0.41,D,"Kaptur, Marcy",D,0.7437350535559977,0.25626494644400233
OH-10,Urban-suburban mix,0,0.13466417005804415,0.4576656675779613,0.4076701623639945,0.59,0.39,0.58,0.41,0.53,0.42,0.528,0.441,D,"Kucinich, Dennis J.",D,0.5702061934164585,0.3912780221095033
OH-11,Urban-suburban mix,1.8503767417931652e-6,0.07954645637727117,0.3883113884665481,0.532140304779439,0.85,0.14,0.81,0.18,0.79,0.18,0.825,0.175,D,"Fudge, Marcia L.",D,0.8522292840483766,0.14710148992955094
OH-12,Sparse suburban,0.08116688251839922,0.33288509912098896,0.4406610264212009,0.14528699193941091,0.53,0.46,0.49,0.51,0.46,0.52,0.405,0.563,R,"Tiberi, Patrick J.",R,0.42241695061988743,0.5478734031099814
OH-13,Sparse suburban,0.03409894902175765,0.4541945312089639,0.4084289981599363,0.10327752160934209,0.57,0.42,0.56,0.44,0.53,0.44,0.555,0.445,D,"Sutton, Betty",D,0.6469799785004031,0.3528957269551196
OH-14,Sparse suburban,0.2172409549997946,0.47243097914915566,0.27734871816621265,0.03297934768483701,0.489,0.491,0.47,0.53,0.44,0.52,0.313,0.6509999999999999,R,"LaTourette, Steven C.",R,0.38740397199370075,0.5831696126084037
OH-15,Dense suburban,0.10791802484446855,0.2288755073420343,0.3752256610678883,0.28798080674560883,0.54,0.45,0.499,0.501,0.44,0.52,0.408,0.547,D,"Kilroy, Mary Jo",R,0.4594027080220381,0.4517933898985644
OH-16,Rural-suburban mix,0.24284294270055665,0.4652792791859319,0.25104736985037857,0.04083040826313278,0.48,0.5,0.46,0.54,0.42,0.53,0.41200000000000003,0.522,D,"Boccieri, John A.",R,0.5536309061790743,0.4463690938209257
OH-17,Sparse suburban,0.13047587429971233,0.4561471818024843,0.3832606118348027,0.03011633206300063,0.62,0.36,0.63,0.37,0.6,0.35,0.537,0.302,D,"Ryan, Tim",D,0.7814588450334152,0.2185411549665848
OH-18,Pure rural,0.6611653821048946,0.26810890950910204,0.06135613018256689,0.00936957820343632,0.45,0.52,0.43,0.57,0.41,0.55,0.40399999999999997,0.539,D,"Space, Zachary T.",R,0.5987462529812048,0.4012537470187953
OK-01,Sparse suburban,0.12452259596562032,0.36850332878719644,0.4336130641965123,0.07336101105067094,0.36,0.64,0.35,0.65,0.37,0.62,0,0.768,R,"Sullivan, John",R,0.33832374253320285,0.6616762574667971
OK-02,Pure rural,0.7495724484025976,0.20553273630791846,0.044894815289483955,0,0.34,0.66,0.41,0.59,0.47,0.52,0.565,0.435,D,"Boren, Dan",D,0.7046907191408595,0.29530928085914054
OK-03,Pure rural,0.6632622157514728,0.22140726286572704,0.10384221207218276,0.011488309310617265,0.27,0.73,0.28,0.72,0.34,0.65,0.22,0.78,R,"Lucas, Frank D.",R,0.2356530324293858,0.6971807277225288
OK-04,Rural-suburban mix,0.4076246334124164,0.2666093214130746,0.2985385891856291,0.027227455988879986,0.34,0.66,0.33,0.67,0.38,0.61,0,1,R,"Cole, Tom",R,0.2920804601493506,0.6601632811669434
OK-05,Dense suburban,0.14005094456107148,0.228740974585469,0.49770113074522904,0.1335069501082304,0.41,0.59,0.36,0.64,0.38,0.62,0.35,0.619,R,"Fallin, Mary",R,0.3410840829216506,0.6589159170783494
OR-01,Dense suburban,0.16982290962041907,0.15358826669285447,0.45454207303303723,0.22204675065368917,0.61,0.36,0.55,0.44,0.5,0.44,0.547,0.423,D,"Wu, David",D,0.7150291348631143,0
