CD,Cluster,Very low density,Low density,Medium density,High density
AK-AL,Pure rural,0.482992665278201,0.198331096970346,0.229245042271376,0.089431195480077
AL-01,Rural-suburban mix,0.365358973601379,0.428877656742822,0.197413356872711,0.008350012783087
AL-02,Pure rural,0.535486668970218,0.316147719959785,0.148365611069997,0
AL-03,Pure rural,0.540407295858895,0.389347675606648,0.065552228297148,0.004692800237309
AL-04,Pure rural,0.695332139741225,0.28894150841766,0.015726351841115,0
AL-05,Rural-suburban mix,0.398973048698953,0.432821296603962,0.168205654697086,0
AL-06,Rural-suburban mix,0.346319910540023,0.490271710454079,0.151928696707046,0.011479682298852
AL-07,Rural-suburban mix,0.303055809272048,0.330021701354724,0.339117515642724,0.027804973730504
AR-01,Pure rural,0.650547976895092,0.264875258008438,0.084576765096469,0
AR-02,Rural-suburban mix,0.305145193363725,0.395321539808776,0.294859311015459,0.00467395581204
AR-03,Rural-suburban mix,0.361864207567111,0.433573110664945,0.204562681767944,0
AR-04,Pure rural,0.690657483264892,0.262483007663798,0.04685950907131,0
AZ-01,Pure rural,0.552900430933519,0.316821045601765,0.130278523464716,0
AZ-02,Dense suburban,0.170871146375899,0.223304459060413,0.40893080345327,0.196893591110417
AZ-03,Dense suburban,0.176423801176545,0.257885820731193,0.447550938479721,0.118139439612541
AZ-04,Rural-suburban mix,0.366262400685261,0.397373647498896,0.198631275752003,0.03773267606384
AZ-05,Dense suburban,0.003618717581894,0.2309788473786,0.676681394799289,0.088721040240217
AZ-06,Dense suburban,0.040134928174847,0.227922918082527,0.42978417985319,0.302157973889435
AZ-07,Urban-suburban mix,0.000759489345847,0.129455329213863,0.435115028554701,0.434670152885589
AZ-08,Dense suburban,0.052865115782376,0.198211327302894,0.615663893098745,0.133259663815984
AZ-09,Urban-suburban mix,9.26125040931804E-05,0.057301059005724,0.428893083725634,0.513713244764548
CA-01,Rural-suburban mix,0.431104133177512,0.367305761082654,0.170450158640675,0.031139947099158
CA-02,Rural-suburban mix,0.289726986947761,0.315057016578815,0.332725326244932,0.062490670228493
CA-03,Rural-suburban mix,0.250094865764136,0.258825396038173,0.258746878501218,0.232332859696474
CA-04,Rural-suburban mix,0.408058313676175,0.349768046662883,0.199964043316858,0.042209596344085
CA-05,Dense suburban,0.129091207799933,0.235716194556966,0.385459594717869,0.249733002925233
CA-06,Urban-suburban mix,0.010107085768001,0.067177025222438,0.390008164722859,0.532707724286703
CA-07,Dense suburban,0.050511193646327,0.091057017149421,0.550797635895552,0.307634153308701
CA-08,Rural-suburban mix,0.267238283425213,0.478002259894336,0.234738237256836,0.020021219423615
CA-09,Dense suburban,0.090937514664387,0.236530012276662,0.449621722087588,0.222910750971363
CA-10,Dense suburban,0.113324644579977,0.200458709998693,0.460711605303909,0.225505040117421
CA-11,Urban-suburban mix,0.022609345350018,0.240418852326516,0.333292352599346,0.40367944972412
CA-12,Pure urban,0.000471313861313,0.011569472349196,0.015539852728166,0.972419361061325
CA-13,Pure urban,0.002136937527224,0.04582269953317,0.106423434421703,0.845616928517903
CA-14,Urban-suburban mix,0.023704436767638,0.096242496323436,0.215987210266558,0.664065856642368
CA-15,Urban-suburban mix,0.05213472048833,0.147415039373479,0.286899722186814,0.513550517951378
CA-16,Dense suburban,0.166021810445187,0.236400316915033,0.36647254202845,0.23110533061133
CA-17,Pure urban,0.008294134498195,0.064441210696328,0.161098086739596,0.766166568065881
CA-18,Urban-suburban mix,0.043208435570511,0.15193120404228,0.250548249069057,0.554312111318152
CA-19,Urban-suburban mix,0.024078471704932,0.103068186646389,0.199140617334841,0.673712724313838
CA-20,Urban-suburban mix,0.201748114786175,0.171049317323176,0.238579783340904,0.388622784549745
CA-21,Rural-suburban mix,0.330027719817535,0.304560954401187,0.27654095116536,0.088870374615918
CA-22,Dense suburban,0.14205943404812,0.210396113719114,0.502508543135221,0.145035909097545
CA-23,Dense suburban,0.20015224275832,0.226963366507057,0.450716971029854,0.122167419704769
CA-24,Sparse suburban,0.17621341772482,0.277463980721898,0.293210319841716,0.253112281711566
CA-25,Dense suburban,0.122373689139212,0.218190640177061,0.489269289093132,0.170166381590595
CA-26,Dense suburban,0.10699207980575,0.234948003888961,0.327145992490185,0.330913923815104
CA-27,Urban-suburban mix,0.001298760843048,0.046273857900134,0.317393898003367,0.635033483253451
CA-28,Pure urban,0.0007554918242,0.07884417071179,0.135579575404257,0.784820762059752
CA-29,Pure urban,0.000205891380556,0.025957619076083,0.19334359164581,0.780492897897551
CA-30,Urban-suburban mix,0.00738757836282,0.064463259916524,0.249450735597964,0.678698426122693
CA-31,Dense suburban,0.007963083818109,0.163944641090247,0.556035078822492,0.272057196269151
CA-32,Urban-suburban mix,0.00197901918861,0.06786804916349,0.309341590703729,0.620811340944171
CA-33,Urban-suburban mix,0.027981687727046,0.139096206222484,0.167534161906876,0.665387944143594
CA-34,Pure urban,0.000208297887108,0.015395991162465,0.086290647793001,0.898105063157426
CA-35,Urban-suburban mix,0.001755839605434,0.122117427173458,0.4766386247206,0.399488108500508
CA-36,Dense suburban,0.130414553086993,0.26657134956057,0.502314962639837,0.100699134712599
CA-37,Pure urban,0,0.005620914274551,0.026467887523427,0.967911198202022
CA-38,Pure urban,0,0.078487294169868,0.191186401086502,0.73032630474363
CA-39,Dense suburban,0.002216130500408,0.162613609052083,0.493906808642113,0.341263451805397
CA-40,Pure urban,0.000168934643824,0.012109798384752,0.102779126368962,0.884942140602463
CA-41,Dense suburban,0.035180608340562,0.27000726484366,0.461889631807798,0.23292249500798
CA-42,Sparse suburban,0.079342553012224,0.4198694766295,0.401800704998967,0.098987265359309
CA-43,Pure urban,0,0,0.105680296310711,0.894319703689289
CA-44,Pure urban,0.001557908352302,0.015924207348393,0.183336983445149,0.799180900854157
CA-45,Urban-suburban mix,0.010380389617645,0.150326011661181,0.43647170971995,0.402821889001225
CA-46,Pure urban,3.45004858744826E-05,0.019009947119367,0.139887451631768,0.841068100762991
CA-47,Pure urban,0.004012673557846,0.012601692480689,0.12013076382275,0.863254870138715
CA-48,Urban-suburban mix,0.00064379806063,0.049742428553502,0.297763850605163,0.651849922780705
CA-49,Dense suburban,0.057590184812394,0.180673282789195,0.50052728708265,0.261209245315761
CA-50,Dense suburban,0.130165061898212,0.232750512369107,0.405552508369115,0.231531917363566
CA-51,Urban-suburban mix,0.125930505976091,0.099827085005345,0.244584813728646,0.529657595289917
CA-52,Urban-suburban mix,0.028288154593762,0.131892066589896,0.42558462395532,0.414235154861023
CA-53,Urban-suburban mix,0.005056965841407,0.07525047045448,0.34016013883223,0.579532424871884
CO-01,Urban-suburban mix,0.006037318199917,0.049319210298867,0.292407852662815,0.652235618838401
CO-02,Sparse suburban,0.24306093067681,0.255802420940476,0.357052660623383,0.144083987759331
CO-03,Pure rural,0.509305625494736,0.254422166133168,0.202455465277649,0.033816743094447
CO-04,Rural-suburban mix,0.356529990088955,0.310557269270478,0.276835340950976,0.056077399689591
CO-05,Dense suburban,0.207475762921724,0.204687996609671,0.47148792325334,0.116348317215265
CO-06,Dense suburban,0.041569566248448,0.123118518225917,0.4739712614455,0.361340654080135
CO-07,Dense suburban,0.014578220181564,0.169356473682867,0.548937730544084,0.267127575591485
CT-01,Sparse suburban,0.045943223954334,0.465596866619818,0.296851398091788,0.19160851133406
CT-02,Rural-suburban mix,0.292671126314918,0.542477088850788,0.135769658309415,0.029082126524878
CT-03,Sparse suburban,0.01236609229961,0.390850401838658,0.365039701356103,0.231743804505629
CT-04,Sparse suburban,0.025013488141525,0.39596963674646,0.256974859476376,0.322042015635639
CT-05,Sparse suburban,0.103713515251841,0.5006539980324,0.256312091676216,0.139320395039543
DE-AL,Sparse suburban,0.181805829709156,0.46996506881924,0.251970963790327,0.096258137681276
FL-01,Rural-suburban mix,0.247701264356579,0.517930522425454,0.229029903987585,0.005338309230382
FL-02,Rural-suburban mix,0.454056282397769,0.331193237231695,0.158829804663595,0.05592067570694
FL-03,Pure rural,0.537138574733926,0.300216389746235,0.129452033123301,0.033193002396538
FL-04,Sparse suburban,0.15576120359233,0.351823646844093,0.458490528724777,0.0339246208388
FL-05,Sparse suburban,0.068327145331874,0.33411469709342,0.496364996142034,0.101193161432673
FL-06,Sparse suburban,0.190344020931476,0.530091094562648,0.27170958698326,0.007855297522617
FL-07,Sparse suburban,0.048507655566486,0.381637554199918,0.543807093560206,0.02604769667339
FL-08,Sparse suburban,0.120605120319533,0.550861968630773,0.316960855842105,0.011572055207589
FL-09,Sparse suburban,0.100459267149822,0.452290712053204,0.394238449543623,0.053011571253351
FL-10,Sparse suburban,0.143059659625917,0.582982581507437,0.210747969975056,0.06320978889159
FL-11,Rural-suburban mix,0.264831932685828,0.529436315856423,0.205731751457749,0
FL-12,Sparse suburban,0.047631850915602,0.502126194745031,0.416436582682809,0.033805371656558
FL-13,Dense suburban,0,0.081952432891826,0.703624275225055,0.21442329188312
FL-14,Dense suburban,0.011885598023758,0.166410704106716,0.562589167623654,0.259114530245872
FL-15,Sparse suburban,0.049561337676114,0.449904071458006,0.471653318570735,0.028881272295145
FL-16,Sparse suburban,0.04203327507118,0.456169847167878,0.448490779342901,0.053306098418041
FL-17,Rural-suburban mix,0.305932459262857,0.568457595434736,0.125609945302407,0
FL-18,Sparse suburban,0.081154796267287,0.422952534496168,0.478317120833313,0.017575548403233
FL-19,Sparse suburban,0.052932084014078,0.54612093673664,0.372768872692513,0.028178106556769
FL-20,Urban-suburban mix,0.051275742399179,0.081093458021094,0.478764387894791,0.388866411684936
FL-21,Dense suburban,0.008764257890691,0.146659801733965,0.576842171848065,0.267733768527279
FL-22,Dense suburban,0.003150514452082,0.047408128836795,0.581992517526806,0.367448839184317
FL-23,Urban-suburban mix,8.64763012142416E-05,0.137495570487929,0.402070822042287,0.46034713116857
FL-24,Urban-suburban mix,0.001830591043376,0.042350145991323,0.422159655578345,0.533659607386956
FL-25,Urban-suburban mix,0.09349835988575,0.184367218127274,0.260298007496947,0.461836414490028
FL-26,Urban-suburban mix,0.0761183984916,0.177344524258705,0.3927958929305,0.353741184319196
FL-27,Urban-suburban mix,0.008607372532454,0.080661674818654,0.3616257385194,0.549105214129492
GA-01,Rural-suburban mix,0.428077570666467,0.397193353096881,0.144211809350636,0.030517266886015
GA-02,Rural-suburban mix,0.482422830491749,0.314709604237308,0.201514861451761,0.001352703819183
GA-03,Rural-suburban mix,0.389282256331403,0.549807603197131,0.059840450780793,0.001069689690673
GA-04,Sparse suburban,0.030850656482274,0.485601000744302,0.421283051282971,0.062265291490453
GA-05,Dense suburban,0.003408143069852,0.225824278384624,0.549051491302684,0.221716087242839
GA-06,Dense suburban,0,0.248025533391755,0.648693151742158,0.103281314866087
GA-07,Sparse suburban,0,0.635573628740515,0.348129343589923,0.016297027669562
GA-08,Pure rural,0.553623683928984,0.341735066096873,0.104641249974144,0
GA-09,Pure rural,0.605057176064969,0.385437385214729,0.009505438720301,0
GA-10,Pure rural,0.493169740954935,0.443913697222446,0.062916561822619,0
GA-11,Sparse suburban,0.122144936249573,0.515870308094119,0.316891992844645,0.045092762811664
GA-12,Pure rural,0.52976147533303,0.323475126191896,0.146763398475074,0
GA-13,Sparse suburban,0.033993345610637,0.703095869772722,0.257361774061372,0.00554901055527
GA-14,Rural-suburban mix,0.430160523707544,0.55711779995845,0.012721676334006,0
HI-01,Urban-suburban mix,0.013544256926597,0.139462687915856,0.317257581124271,0.529735474033276
HI-02,Rural-suburban mix,0.376624493240361,0.276290882780123,0.23984815853511,0.107236465444406
IA-01,Rural-suburban mix,0.408314889283747,0.352690493261428,0.218720450554361,0.020274166900465
IA-02,Rural-suburban mix,0.411800195694464,0.333906579742916,0.209589028734084,0.044704195828537
IA-03,Sparse suburban,0.242172326158486,0.313844659806374,0.38761901908799,0.05636399494715
IA-04,Pure rural,0.567180619638829,0.297518496779678,0.087781728787596,0.047519154793897
ID-01,Rural-suburban mix,0.39693934140778,0.357598930747123,0.245461727845096,0
ID-02,Rural-suburban mix,0.426046134158814,0.199837013373712,0.30377961566347,0.070337236804004
IL-01,Urban-suburban mix,0.023867337938485,0.134470188856622,0.299299239512515,0.542363233692378
IL-02,Dense suburban,0.078928797297468,0.294354117644144,0.378419461888009,0.248297623170379
IL-03,Urban-suburban mix,0.004753784059815,0.183273778983028,0.339922093250134,0.472050343707022
IL-04,Pure urban,0,0.015726707196775,0.072132340464463,0.912140952338762
IL-05,Pure urban,0,0.039229703865506,0.17070000529756,0.790070290836933
IL-06,Sparse suburban,0.007291454321168,0.42582149865303,0.497580561604204,0.069306485421598
IL-07,Pure urban,0,0.013922338626605,0.136559680453057,0.849517980920339
IL-08,Dense suburban,0.004088121233639,0.164356687226034,0.611415423286576,0.220139768253752
IL-09,Urban-suburban mix,0,0.016691115690529,0.387571527018859,0.595737357290612
IL-10,Sparse suburban,0.013655364339758,0.375641222056935,0.47251635065493,0.138187062948377
IL-11,Dense suburban,0.010981799693792,0.242656641162983,0.614368569554354,0.131992989588871
IL-12,Rural-suburban mix,0.365223056053682,0.407030996109671,0.216534263910396,0.011211683926251
IL-13,Rural-suburban mix,0.295443728113222,0.341184718310264,0.265084651362683,0.098286902213831
IL-14,Sparse suburban,0.14649308913303,0.639712894945197,0.213794015921773,0
IL-15,Pure rural,0.58587020285778,0.366025639096891,0.048104158045329,0
IL-16,Rural-suburban mix,0.437851811696442,0.35344342652594,0.184138631202735,0.024566130574883
IL-17,Rural-suburban mix,0.316600012417132,0.282246570186643,0.347902551930394,0.053250865465832
IL-18,Rural-suburban mix,0.452390606462148,0.344695060692563,0.184697593305818,0.018216739539472
IN-01,Sparse suburban,0.107385756139744,0.433466819843408,0.396789416590101,0.062358007426747
IN-02,Rural-suburban mix,0.32106263270159,0.434462687359833,0.232700256820311,0.011774423118265
IN-03,Rural-suburban mix,0.369054078574107,0.381130607535848,0.225413163174455,0.02440215071559
IN-04,Rural-suburban mix,0.43739274237168,0.318999597971832,0.207229247001822,0.036378412654666
IN-05,Sparse suburban,0.168832882077381,0.468330360939955,0.343390188773656,0.019446568209008
IN-06,Pure rural,0.541281380714976,0.268754905098662,0.173291104289001,0.016672609897361
IN-07,Dense suburban,0,0.249111973155699,0.63380657504583,0.117081451798471
IN-08,Rural-suburban mix,0.455855331841847,0.324713352683895,0.202266187539198,0.017165127935061
IN-09,Rural-suburban mix,0.435844409732532,0.270935904641326,0.267631445046895,0.025588240579246
KS-01,Pure rural,0.563472731590119,0.26562539802001,0.16038478925975,0.010517081130121
KS-02,Pure rural,0.501790643895093,0.252987472150152,0.206275010545949,0.038946873408807
KS-03,Dense suburban,0.062323142312482,0.246048415052694,0.623689781197401,0.067938661437424
KS-04,Sparse suburban,0.270727551329866,0.299733103192732,0.399446801859296,0.030092543618106
KY-01,Pure rural,0.740702188411097,0.205284058589695,0.051275046966666,0.002738706032542
KY-02,Pure rural,0.566013219632663,0.299163478713071,0.126938693679629,0.007884607974637
KY-03,Dense suburban,0.005368151563667,0.220870048387608,0.602464524418767,0.171297275629958
KY-04,Rural-suburban mix,0.364573737154451,0.375488060627242,0.209823143478317,0.05011505873999
KY-05,Pure rural,0.888434138413143,0.106808810339019,0.004757051247838,0
KY-06,Rural-suburban mix,0.303170031058145,0.283731884017531,0.297909165937893,0.115188918986431
LA-01,Rural-suburban mix,0.256082771190391,0.312246645912699,0.237974898380053,0.193695684516857
LA-02,Dense suburban,0.112853073031099,0.187215380994342,0.418743913572182,0.281187632402377
LA-03,Rural-suburban mix,0.377515214493116,0.376820845832378,0.236303140197307,0.009360799477199
LA-04,Pure rural,0.51111554303794,0.288113106620352,0.200771350341708,0
LA-05,Pure rural,0.628440390044618,0.290532460708267,0.081027149247115,0
LA-06,Rural-suburban mix,0.24045588564523,0.492911547670072,0.251052797641673,0.015579769043025
MA-01,Sparse suburban,0.188943339756337,0.370792732570104,0.296739668683324,0.143524258990235
MA-02,Rural-suburban mix,0.219294768967023,0.43584125820714,0.19360360406002,0.151260368765817
MA-03,Sparse suburban,0.062331012055656,0.458121191863209,0.229514495787896,0.250033300293239
MA-04,Sparse suburban,0.047113985987888,0.565537947148338,0.219743435518456,0.167604631345319
MA-05,Urban-suburban mix,0.005664629709455,0.20965832162985,0.296205571751288,0.488471476909406
MA-06,Sparse suburban,0.010771742918334,0.497218220232467,0.293836449617539,0.19817358723166
MA-07,Pure urban,0.001515420538953,0.012051942900645,0.106878269946855,0.879554366613546
MA-08,Dense suburban,0.00694877448912,0.343868469678211,0.341349865162726,0.307832890669943
MA-09,Sparse suburban,0.105405954591136,0.646241720526209,0.108215150883774,0.140137173998881
MD-01,Rural-suburban mix,0.403732147462635,0.404915739679629,0.179071587068627,0.01228052578911
MD-02,Dense suburban,0.015977987690801,0.214894526578634,0.445908071619827,0.323219414110739
MD-03,Dense suburban,0.006672586692982,0.25478614178993,0.405661688511576,0.332879583005513
MD-04,Dense suburban,0.004915900895457,0.260282431513996,0.452542893754992,0.282258773835555
MD-05,Sparse suburban,0.21523551140364,0.500800115420641,0.233654336174314,0.050310037001405
MD-06,Sparse suburban,0.19488004289253,0.273403442860924,0.314077514010753,0.217639000235793
MD-07,Urban-suburban mix,0.080146431870061,0.121675697234623,0.257194702987803,0.540983167907513
MD-08,Dense suburban,0.101494714465315,0.236016010405671,0.336696036086835,0.325793239042179
ME-01,Rural-suburban mix,0.450501659374942,0.385207689587415,0.100253023794723,0.06403762724292
ME-02,Pure rural,0.804478456507226,0.129810713098146,0.038909411435358,0.02680141895927
MI-01,Pure rural,0.709264106450275,0.237770998196491,0.040810908639252,0.012153986713982
MI-02,Rural-suburban mix,0.282074725342622,0.409581894624275,0.298316621991667,0.010026758041436
MI-03,Rural-suburban mix,0.312318702474257,0.346141515082057,0.237966711998661,0.103573070445024
MI-04,Pure rural,0.723682940641216,0.183402787079445,0.092914272279339,0
MI-05,Sparse suburban,0.231431021082912,0.412330783349486,0.309095144218668,0.047143051348934
MI-06,Rural-suburban mix,0.457807959252299,0.372610538679526,0.144497063294746,0.025084438773428
MI-07,Pure rural,0.52077518541018,0.325197196756557,0.138155067070917,0.015872550762346
MI-08,Sparse suburban,0.207414518067454,0.427581079440615,0.329752237440694,0.035252165051237
MI-09,Dense suburban,0.000146633914795,0.070551219718709,0.579279862550116,0.35002228381638
MI-10,Rural-suburban mix,0.360644660620341,0.300809476699079,0.310588125558725,0.027957737121855
MI-11,Sparse suburban,0.011308583611517,0.417282408397044,0.51455391023166,0.056855097759779
MI-12,Dense suburban,0.020392393931623,0.271502521609168,0.448145112832284,0.259959971626925
MI-13,Dense suburban,0.000411969768174,0.067482084077572,0.594933574169886,0.337172371984368
MI-14,Dense suburban,0.000124160316413,0.103206588297503,0.547556381033655,0.34911287035243
MN-01,Rural-suburban mix,0.446143384170137,0.322983682127924,0.207067822365658,0.023805111336281
MN-02,Sparse suburban,0.169645308795049,0.418183097286126,0.383627814407199,0.028543779511626
MN-03,Sparse suburban,0.057791798530872,0.385606929536781,0.532860961226237,0.02374031070611
MN-04,Dense suburban,0.020673451651064,0.22900215413377,0.471757080219263,0.278567313995903
