CD,Very low density,Low density,Medium density,High density,Incumbent,Party,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538
PA-03,0.001575600558229735,0.01543852591846504,0.03312949898948164,0.9498563745338235,Mike Kelly,R,0.909,0.07,0.917,0.076,0.9179999999999999,0.078,0.972086930634117,0,0.0279130693658827,-41,Solid D,-3,1,1,1
PA-04,0.015764291690110184,0.46519890368051947,0.3539343055914493,0.16510249903792104,Scott Perry,R,0.578,0.385,0.561,0.428,0.595,0.396,0.65999772649767,0,0.3400022735023301,-7,Solid D,-3,1,0.9973,1
PA-05,5.023615353844349e-6,0.1842859825415798,0.29233429397298977,0.5233746998700766,Glenn Thompson,R,0.626,0.344,0.634,0.35700000000000004,0.628,0.363,0.670798848915262,0.32794235492212,0.0012587961626183,-13,Likely D,-2,1,0.9999,1
PA-06,0.08523151959121675,0.5199519796303183,0.25214000039400875,0.14267650038445617,Ryan Costello,R,0.526,0.433,0.51,0.478,0.557,0.434,0.571924378921369,0.42728445566717,7.91165411461147e-4,-2,Likely D,-2,1,0.985,1
PA-07,0.08871210915757385,0.3684239185529911,0.34103859402308057,0.20182537826635444,Vacant,Vacant,0.48700000000000004,0.47600000000000003,0.529,0.45899999999999996,0.5660000000000001,0.42100000000000004,0,0.405174253060063,3.87199755563692e-4,-1,Lean D,-1,1,0.9331,0
PA-08,0.32758459599507517,0.3368324352639914,0.179376221069993,0.15620674767094034,Brian Fitzpatrick,R,0.43700000000000006,0.5329999999999999,0.5529999999999999,0.434,0.5670000000000001,0.423,0.5441944851416,0.455689987449522,1.15527408877756e-4,1,Likely D,-2,1,0.8655,1
PA-09,0.47520628463124054,0.2670102178345932,0.1931727548994008,0.06461074263476543,Bill Shuster,R,0.31,0.65,0.41200000000000003,0.5720000000000001,0.456,0.53,0.628037861345613,0,0.37196213865438765,14,Solid R,3,0,0.0055,0
PA-10,0.11804358660112951,0.44778603247833687,0.3103316101123785,0.12383877080815515,Tom Marino,R,0.434,0.523,0.46,0.526,0.486,0.503,0.700695116936179,0,0.29930488306382047,6,Lean R,1,1,0.232,0
PA-11,0.2151329539860479,0.477855198873949,0.2194524773355486,0.08755936980445453,Lou Barletta,R,0.34700000000000003,0.605,0.38,0.605,0.42,0.5710000000000001,0.636221231089247,0.36306094191663,7.1782699412339e-4,14,Solid R,3,0,0.0475,0
PA-12,0.7009327254225677,0.11122590918092881,0.12883174755118346,0.059009617845319995,Keith Rothfus,R,0.297,0.6609999999999999,0.368,0.615,0.41700000000000004,0.57,0.617087560116046,0.382052943843477,8.59496040476979e-4,17,Solid R,3,0,2e-4,0
PA-13,0.5877682709542382,0.17528706045832143,0.1952555506395671,0.04168911794787316,Brendan Boyle,D,0.255,0.7120000000000001,0.321,0.6659999999999999,0.37,0.618,0,0.999010657349313,9.89342650686905e-4,22,Solid R,3,1,0,1
PA-14,0.30895050499487614,0.44593249711483407,0.18702044106718543,0.0580965568231044,Michael Doyle,D,0.33899999999999997,0.629,0.406,0.583,0.447,0.542,0,0.742553896987819,0.2574461030121813,14,Likely R,2,1,0.0084,1
PA-15,0.7074540946356359,0.15146432012363553,0.1312396725053636,0.00984191273536497,Vacant,Vacant,0.265,0.698,0.35700000000000004,0.626,0.426,0.5579999999999999,0.583414950662325,0.3799154036385,0.03666964569917485,20,Solid R,3,0,0,0
PA-16,0.4044418191473075,0.2533133530183552,0.2503011438059483,0.09194368402838898,Lloyd Smucker,R,0.379,0.579,0.469,0.517,0.496,0.49,0.536620672760303,0.428185557892192,0.03519376934750585,8,Lean R,1,1,0.0352,0
PA-17,0.056733690640852395,0.4583577006634448,0.3432636946563451,0.1416449140393577,Matt Cartwright,D,0.46799999999999997,0.494,0.47200000000000003,0.517,0.486,0.505,0.461476602458164,0.537477297586474,0.00104609995536186,3,Likely D,-2,1,0.8785,0
PA-18,0.009496733483791894,0.22014806291188552,0.35416057883960195,0.4161946247647206,Conor Lamb,D,0.621,0.34600000000000003,0.635,0.35200000000000004,0.634,0.35700000000000004,0.983935218223058,0,0.0160647817769424,-13,Solid D,-3,0,1,0
RI-01,0.023136914453687665,0.30833458605581154,0.24343565617860172,0.4250928433118991,David Cicilline,D,0.605,0.349,0.662,0.322,0.6659999999999999,0.318,0.35094403020106,0.645033773600755,0.004022196198184576,-14,Solid D,-3,0,0.9999,0
RI-02,0.13801738245417336,0.3498727116712654,0.3068486765483205,0.20526122932624072,James Langevin,D,0.511,0.44,0.598,0.38299999999999995,0.599,0.38299999999999995,0.306792989683523,0.580882224588476,0.11232478572800107,-6,Solid D,-3,0,0.9999,0
SC-01,0.14248751717291808,0.5607912247388117,0.2798843078363053,0.016836950251965035,Mark Sanford,R,0.40399999999999997,0.535,0.402,0.583,0.42700000000000005,0.561,0.585570624596365,0.339942184088323,0.07448719131531197,10,Lean R,1,1,0.0976,0
SC-02,0.26818057198322476,0.5528589989809392,0.17080724421910232,0.008153184816733728,Joe Wilson,R,0.386,0.563,0.39399999999999996,0.591,0.39399999999999996,0.595,0.602453802672822,0.345270101902976,0.05227609542420224,13,Solid R,3,0,0.005,0
SC-03,0.5324987131161821,0.4313041019382666,0.036197184945551235,0,Jeff Duncan,R,0.29,0.67,0.33899999999999997,0.645,0.35100000000000003,0.635,0.728237932186097,0.270719793306689,0.00104227450721335,19,Solid R,3,0,9e-4,0
SC-04,0.11433117135167747,0.6521441128889509,0.22319821234871365,0.010326503410658031,Trey Gowdy,R,0.345,0.602,0.36200000000000004,0.622,0.377,0.606,0.671857138025501,0.31006189332702,0.01808096864747863,15,Solid R,3,0,2e-4,0
SC-05,0.4725998974774637,0.4521535266439085,0.07524657587862774,0,Ralph Norman,R,0.38799999999999996,0.573,0.436,0.551,0.43799999999999994,0.55,0.59073278684671,0.387657372364254,6.58201832890614e-4,9,Solid R,3,0,0.0234,0
SC-06,0.5243085450769989,0.2508479584254831,0.18850284395409225,0.036340652543425826,James Clyburn,D,0.6679999999999999,0.303,0.7090000000000001,0.281,0.701,0.289,0.276087924033383,0.700851906845582,0.044011808077181004,-20,Solid D,-3,0,0.9999,0
SC-07,0.4612952488142987,0.4486760681960654,0.0900286829896359,0,Tom Rice,R,0.391,0.58,0.444,0.545,0.45299999999999996,0.536,0.609639228502434,0.35739973675392,0.03296103474364597,9,Solid R,3,0,0.0077,0
SD-AL,0.5274386199726336,0.24417927927389624,0.2089316977276394,0.0194504030258307,Kristi Noem,R,0.317,0.615,0.39899999999999997,0.579,0.447,0.532,0.641027858789695,0.358972141210304,0,14,Solid R,3,0,0.0137,0
TN-01,0.41338735026683743,0.5084338184636011,0.07817883126956145,0,David Roe,R,0.19699999999999998,0.767,0.257,0.727,0.28600000000000003,0.6990000000000001,0.783689358759016,0.154229819187827,0.06208082205315685,28,Solid R,3,0,0,0
TN-02,0.23121677336144286,0.5014667623788744,0.2486850081634167,0.018631456096265896,John Duncan,R,0.297,0.6509999999999999,0.309,0.6729999999999999,0.345,0.64,0.7564552653317,0.2435447346683,0,20,Solid R,3,0,2e-4,0
TN-03,0.4167522873002152,0.4482527833349874,0.13499492936479754,0,Charles Fleischmann,R,0.302,0.654,0.35100000000000003,0.633,0.373,0.613,0.663943670443524,0.28844086223619,0.04761546732028593,18,Solid R,3,0,5e-4,0
TN-04,0.47369351615578076,0.35664275310354276,0.16075781318261434,0.008905917558062103,Scott DesJarlais,R,0.27399999999999997,0.6859999999999999,0.331,0.653,0.358,0.626,0.650341064655189,0.349658935344811,0,20,Solid R,3,0,0.0044,0
TN-05,0.12579915875527548,0.3506374116505515,0.4421639070754635,0.08139952251870947,Jim Cooper,D,0.565,0.382,0.5589999999999999,0.425,0.575,0.413,0.374466265025005,0.625533734974995,0,-7,Solid D,-3,0,0.9998,0
TN-06,0.5360494391558343,0.4319644446302632,0.03198611621390252,0,Diane Black,R,0.237,0.726,0.295,0.691,0.335,0.649,0.710865056768252,0.217916271222187,0.071218672009561,24,Solid R,3,0,0,0
TN-07,0.5198723256636546,0.377338775071582,0.1027888992647634,0,Marsha Blackburn,R,0.282,0.675,0.32899999999999996,0.657,0.363,0.624,0.722153556770313,0.235037637876424,0.0428088053532627,20,Solid R,3,0,2e-4,0
TN-08,0.4591853532578246,0.4023874846563041,0.13842716208587122,0,David Kustoff,R,0.307,0.6629999999999999,0.32899999999999996,0.6609999999999999,0.349,0.6409999999999999,0.687524979397523,0.250855046987794,0.06161997361468241,19,Solid R,3,0,0,0
TN-09,0.04113992685229498,0.23630872791761232,0.6426567809713429,0.07989456425874975,Steve Cohen,D,0.775,0.198,0.784,0.209,0.77,0.225,0.188674830356446,0.787453488532142,0.0238716811114119,-28,Solid D,-3,0,1,0
TX-01,0.5230520118743989,0.34059736171467464,0.13635062641092646,0,Louie Gohmert,R,0.253,0.722,0.275,0.716,0.3,0.69,0.7389683152272,0.241339585037384,0.019692099735416167,25,Solid R,3,0,0,0
TX-02,0.021372580693237855,0.27990951791354923,0.4908999179105285,0.2078179834826845,Ted Poe,R,0.431,0.524,0.35600000000000004,0.629,0.37,0.62,0.60629106226369,0.360237352463376,0.0334715852729337,11,Likely R,2,1,0.0709,0
TX-03,0.02678056030793783,0.22977602025534827,0.59405023951508,0.14939317992163387,Sam Johnson,R,0.406,0.5479999999999999,0.342,0.643,0.37,0.61,0.61201957866065,0.345754849636771,0.042225571702578776,13,Solid R,3,0,0.0061,0
TX-04,0.5981251884371479,0.34479439715000426,0.0570804144128479,0,John Ratcliffe,R,0.218,0.754,0.248,0.74,0.29,0.7,0.879875720900008,0,0.120124279099992,28,Solid R,3,0,0,0
TX-05,0.33192559099505065,0.2857460384055809,0.26912240411757515,0.11320596648179337,Jeb Hensarling,R,0.34299999999999997,0.627,0.344,0.645,0.37,0.62,0.806060920285159,0,0.193939079714841,16,Solid R,3,0,6e-4,0
TX-06,0.13591624371111607,0.27206891862150545,0.5380029178589388,0.05401191980843963,Joe Barton,R,0.419,0.542,0.408,0.579,0.42,0.57,0.583411392775599,0.39029843100521,0.0262901762191909,9,Solid R,3,0,0.0558,0
TX-07,7.17774760025584e-4,0.09569148962817806,0.4330067055705478,0.4705840300412485,John Culberson,R,0.485,0.47100000000000003,0.386,0.599,0.4,0.59,0.56173566623489,0.438264333765111,0,7,Tossup,0,1,0.4474,1
TX-08,0.28844286192005175,0.5303169112985044,0.18124022678144375,0,Kevin Brady,R,0.239,0.727,0.217,0.77,0.26,0.73,1,0,0,28,Solid R,3,0,0,0
TX-09,0,0.14493873761819406,0.38747836220328985,0.467582900178516,Al Green,D,0.7929999999999999,0.18,0.78,0.21100000000000002,0.76,0.23,0.1935625891801,0.8064374108199,0,-29,Solid D,-3,0,1,0
TX-10,0.2943785009426428,0.2761798913217577,0.31008305038270906,0.11935855735289044,Michael McCaul,R,0.43200000000000005,0.523,0.38799999999999996,0.591,0.43,0.56,0.573323736404351,0.384420985284709,0.0422552783109405,9,Solid R,3,0,0.0438,0
TX-11,0.39389682064505477,0.26732240218914677,0.3314569060365543,0.0073238711292442395,K. Conaway,R,0.191,0.778,0.196,0.792,0.23,0.76,0.895024562399135,0,0.104975437600865,32,Solid R,3,0,0,0
TX-12,0.14732794464872778,0.30981802434985983,0.4349288079102202,0.10792522309119221,Kay Granger,R,0.327,0.629,0.317,0.6679999999999999,0.35,0.64,0.694000671105381,0.26854458435618,0.0374547445384384,18,Solid R,3,0,2e-4,0
TX-13,0.39613486715260837,0.312739228531693,0.2761681677678958,0.014957736547802756,Mac Thornberry,R,0.16899999999999998,0.799,0.185,0.802,0.22,0.77,0.899693548241292,0,0.10030645175870759,33,Solid R,3,0,0,0
TX-14,0.2070210016039448,0.33973233412455817,0.41313207231010707,0.04011459196138997,Randy Weber,R,0.384,0.5820000000000001,0.395,0.593,0.42,0.57,0.618560948841866,0.381439051158134,0,12,Solid R,3,0,0.0093,0
TX-15,0.17133379964239634,0.5458150156150259,0.28285118474257787,0,Vicente Gonzalez,D,0.5670000000000001,0.4,0.574,0.415,0.57,0.42,0.376816412082556,0.573093154683089,0.0500904332343545,-7,Solid D,-3,0,0.9993,0
TX-16,0.0246878691611135,0.2747281369390795,0.47847644267006917,0.22210755122973794,Beto O'Rourke,D,0.679,0.272,0.642,0.345,0.64,0.35,0,0.857323844797379,0.1426761552026205,-17,Solid D,-3,0,0.9999,0
TX-17,0.3151478249867198,0.2861089078171572,0.31459738939932236,0.08414587779680066,Bill Flores,R,0.38799999999999996,0.563,0.377,0.604,0.41,0.58,0.608058503711421,0.352434399010288,0.0395070972782914,12,Solid R,3,0,0.0032,0
TX-18,0.005412291115655408,0.17347191070679938,0.6024023450835794,0.21871345309396575,Sheila Jackson Lee,D,0.765,0.2,0.7609999999999999,0.228,0.77,0.23,0.236437143919964,0.734954088924565,0.0286087671554711,-27,Solid D,-3,0,1,0
TX-19,0.37878563367196894,0.24282701112240135,0.31790446749167683,0.06048288771395295,Jodey Arrington,R,0.235,0.725,0.25,0.736,0.28,0.71,0.866514313797764,0,0.1334856862022362,27,Solid R,3,0,0,0
TX-20,8.775021115614715e-4,0.14151103821732613,0.6221164924959601,0.23549496717515225,Joaquin Castro,D,0.61,0.34299999999999997,0.589,0.397,0.58,0.41,0,0.797361311671081,0.2026386883289199,-10,Solid D,-3,0,0.9997,0
TX-21,0.283819983178656,0.1813966775903085,0.36019310880030203,0.17459023043073357,Lamar Smith,R,0.425,0.525,0.379,0.598,0.42,0.56,0.570082380466869,0.364476688827658,0.0654409307054723,10,Likely R,2,1,0.1263,0
TX-22,0.08148152235397363,0.41366315486980126,0.43640918733099066,0.06844613544523448,Pete Olson,R,0.442,0.521,0.36700000000000005,0.621,0.39,0.6,0.595215730682752,0.404784269317248,0,10,Likely R,2,1,0.1186,0
TX-23,0.3641115318498435,0.3747869335334184,0.24568067705641422,0.015420857560323851,Will Hurd,R,0.498,0.46399999999999997,0.48100000000000004,0.507,0.5,0.49,0.482942807852729,0.469617627148254,0.0474395649990173,1,Lean R,1,1,0.4529,1
TX-24,1.105962590465156e-4,0.1662237310629926,0.4941270825616254,0.3395385901163354,Kenny Marchant,R,0.445,0.507,0.38,0.604,0.41,0.58,0.561775536488472,0.393233805576215,0.044990657935313,9,Likely R,2,1,0.034,0
TX-25,0.34230382444735474,0.38562092931364156,0.22914288677901942,0.04293235945998432,Roger Williams,R,0.402,0.551,0.37799999999999995,0.599,0.43,0.56,0.58346335865066,0.37741621426453,0.0391204270848109,11,Solid R,3,0,0.0542,0
TX-26,0.08200419592494086,0.36468704282524056,0.4914521041593642,0.0618566570904545,Michael Burgess,R,0.344,0.609,0.307,0.6759999999999999,0.35,0.64,0.663563996489908,0.296185909489783,0.0402500940203084,18,Solid R,3,0,6e-4,0
TX-27,0.3462515409128181,0.24892562530216533,0.284526699754261,0.12029613403075563,Michael Cloud,R,0.365,0.601,0.382,0.605,0.4,0.59,0.616926880041634,0.383073119958366,0,13,Solid R,3,0,0.0023,0
TX-28,0.2573799333899062,0.2791162771041919,0.3631710472852813,0.10033274222062043,Henry Cuellar,D,0.583,0.385,0.603,0.387,0.58,0.41,0.31305234165754,0.661920820637382,0.025026837705078,-9,Solid D,-3,0,0.9997,0
TX-29,4.581802611406042e-4,0.16857343704636293,0.5906342279236836,0.24033415476881287,Gene Green,D,0.711,0.254,0.659,0.33,0.62,0.37,0.239775120849813,0.724712460790108,0.0355124183600795,-19,Solid D,-3,0,1,0
TX-30,0.016538137106211808,0.23321223224404358,0.6201333396500724,0.1301162909996722,Eddie Johnson,D,0.7909999999999999,0.183,0.7959999999999999,0.196,0.78,0.21,0.189730653578642,0.779167009404733,0.0311023370166251,-29,Solid D,-3,0,0.9999,0
TX-31,0.163464144126182,0.38609924599767004,0.4127171525332407,0.03771945734290734,John Carter,R,0.408,0.535,0.38299999999999995,0.596,0.43,0.56,0.583510197197352,0.36492051667674,0.0515692861259083,10,Lean R,1,1,0.0707,0
TX-32,9.408522561882038e-5,0.1594550619065286,0.5060062782955792,0.3344445745722734,Pete Sessions,R,0.485,0.466,0.415,0.57,0.44,0.55,0.71068328889781,0,0.2893167111021905,5,Tossup,0,1,0.2982,1
TX-33,0.003517059283313981,0.16578061948610856,0.5868797971844121,0.24382252404616533,Marc Veasey,D,0.7290000000000001,0.237,0.72,0.271,0.69,0.31,0.262896754742065,0.737103245257935,0,-23,Solid D,-3,0,1,0
TX-34,0.28436597891588283,0.38833303852647527,0.30856059899877114,0.018740383558870845,Filemon Vela,D,0.5920000000000001,0.377,0.608,0.38299999999999995,0.6,0.39,0.373278789657465,0.626721210342535,0,-10,Solid D,-3,0,0.9995,0
TX-35,0.048829618980571976,0.2926815458171687,0.4679270466833268,0.1905617885189325,Lloyd Doggett,D,0.6409999999999999,0.305,0.63,0.34600000000000003,0.63,0.35,0.315746851844354,0.630704134105357,0.0535490140502895,-15,Solid D,-3,0,0.9999,0
TX-36,0.45991615727046853,0.24389432279622517,0.2796119243151814,0.01657759561812483,Brian Babin,R,0.252,0.72,0.257,0.732,0.3,0.69,0.88612083361929,0,0.113879166380711,26,Solid R,3,0,0,0
UT-01,0.25475282029347845,0.3023551941778266,0.40513163203921965,0.037760353489475276,Rob Bishop,R,0.22399999999999998,0.49700000000000005,0.204,0.774,0.294,0.677,0.659306914634806,0.264478924510281,0.0762141608549135,26,Solid R,3,0,3e-4,0
UT-02,0.2930644080911945,0.27064694137357126,0.27414430809346396,0.1621443424417703,Chris Stewart,R,0.32,0.46,0.292,0.68,0.384,0.585,1.350642529489257,0.338750401855217,0.0452209029731868,16,Solid R,3,0,0.0102,0
UT-03,0.11380403164030681,0.31028637504607653,0.4503049011741949,0.12560469213942185,John Curtis,R,0.233,0.47200000000000003,0.195,0.7829999999999999,0.295,0.675,0,0.26538616568234,0,25,Solid R,3,0,2e-4,0
UT-04,0.0985993182934418,0.18060862112462098,0.5318751895220365,0.18891687105990077,Mia Love,R,0.324,0.391,0.302,0.672,0.409,0.561,0.537558864984758,0.413058284074313,0.0493828509409292,13,Tossup,0,1,0.1524,0
VA-01,0.31505418075594366,0.446739547641084,0.234571780874079,0.003634490728893316,Robert Wittman,R,0.41200000000000003,0.536,0.434,0.5529999999999999,0.43799999999999994,0.5539999999999999,0.598492155308003,0.366003301659929,0.03550454303206772,8,Solid R,3,0,0.0122,0
VA-02,0.09057549106690715,0.15527133596198506,0.5277997924311668,0.2263533805399409,Scott Taylor,R,0.45399999999999996,0.488,0.48200000000000004,0.505,0.479,0.511,0.613169585372135,0.384496523306722,0.00233389132114345,3,Tossup,0,1,0.2145,0
VA-03,0.06802755850193938,0.13590290365746635,0.557539532740155,0.23853000510043923,Robert Scott,D,0.636,0.319,0.6759999999999999,0.313,0.654,0.33899999999999997,0.330661296983395,0.666953718494995,0.00238498452161052,-16,Solid D,-3,0,1,0
VA-04,0.29318812854640885,0.4235608141084108,0.2770746270778618,0.006176430267318546,A. McEachin,D,0.5870000000000001,0.371,0.603,0.385,0.601,0.391,0.420338679950043,0.577261543875235,0.00239977617472217,-10,Solid D,-3,0,0.9993,0
VA-05,0.6882453882342682,0.19147628609870554,0.08736710055730189,0.0329112251097244,Thomas Garrett,R,0.423,0.534,0.45899999999999996,0.525,0.46799999999999997,0.522,0.582338514147969,0.415789104872956,0.00187238097907586,6,Lean R,1,1,0.4955,1
VA-06,0.39860245290639934,0.32262980660268425,0.2709133486897983,0.007854391801118122,Bob Goodlatte,R,0.349,0.597,0.395,0.588,0.41200000000000003,0.5770000000000001,0.66617521923086,0.331416786820148,0.00240799394899189,13,Solid R,3,0,0.0022,0
VA-07,0.2966373188483497,0.3937700324637032,0.27149223004122025,0.03810041864672678,Dave Brat,R,0.44,0.505,0.441,0.546,0.449,0.5429999999999999,0.575031183331619,0.422350207932829,0.00261860873555216,6,Tossup,0,1,0.3233,1
VA-08,0.0027739138114414364,0.06105723846580631,0.27610638611850313,0.6600624616042491,Donald Beyer,D,0.735,0.209,0.6779999999999999,0.31,0.6629999999999999,0.32799999999999996,0.27277667340381,0.683842223312734,0.04338110328345629,-21,Solid D,-3,0,1,0
VA-09,0.6897624015301342,0.28582831955654814,0.02440927891331762,0,H. Griffith,R,0.273,0.688,0.349,0.631,0.397,0.589,0.685850731647585,0.283175489080873,0.03097377927154259,19,Solid R,3,0,0.0056,0
VA-10,0.15272208335744156,0.3634143079331689,0.4196759310194726,0.06418767768991698,Barbara Comstock,R,0.522,0.42200000000000004,0.488,0.499,0.496,0.496,0.526823404154285,0.469142775738097,0.00403382010761852,-1,Lean D,-1,1,0.7372,1
VA-11,4.914925737233102e-4,0.10444191972092297,0.6259287562460777,0.269137831459276,Gerald Connolly,D,0.669,0.275,0.625,0.363,0.607,0.385,0,0.877784940599741,0.122215059400259,-15,Solid D,-3,0,0.9999,0
VT-AL,0.6861583810912273,0.20450651418205856,0.08349394569891529,0.025841159027798846,Peter Welch,D,0.5670000000000001,0.303,0.67,0.312,0.6779999999999999,0.306,0,0,0.9999999999999996,-15,Solid D,-3,0,1,0
WA-01,0.19901177044288548,0.33832597059818637,0.4038763827462598,0.05878587621266834,Suzan DelBene,D,0.541,0.37799999999999995,0.541,0.433,0.563,0.419,0.445849718658951,0.55415028134105,0,-6,Solid D,-3,0,0.998,0
WA-02,0.1338365655938002,0.2543761893397514,0.4527145215915021,0.15907272347494641,Rick Larsen,D,0.569,0.348,0.5920000000000001,0.38,0.605,0.376,0.359837496312322,0.640162503687678,0,-10,Solid D,-3,0,0.9995,0
WA-03,0.2933250149751317,0.22608710965421364,0.3800808921550665,0.10050698321558825,Jaime Herrera Beutler,R,0.425,0.499,0.479,0.496,0.509,0.47100000000000003,0.617526980914654,0.382473019085346,0,4,Lean R,1,1,0.142,0
WA-04,0.35289847368926014,0.39510413268977607,0.2007155778249279,0.05128181579603592,Dan Newhouse,R,0.35100000000000003,0.579,0.379,0.597,0.392,0.589,1,0,0,13,Solid R,3,0,0.0039,0
WA-05,0.2957828870472314,0.23504232865183372,0.3455145086497446,0.12366027565119031,Cathy McMorris Rodgers,R,0.391,0.522,0.43700000000000006,0.535,0.46299999999999997,0.512,0.596410269090729,0.403589730909271,0,8,Lean R,1,1,0.179,0
WA-06,0.24663752667646768,0.4114570533316798,0.23112655793997616,0.11077886205187634,Derek Kilmer,D,0.518,0.395,0.561,0.41200000000000003,0.57,0.409,0.384694693045871,0.615305306954129,0,-6,Solid D,-3,0,0.9996,0
WA-07,0,0.03533131214718924,0.27671226992526804,0.6879564179275427,Pramila Jayapal,D,0.821,0.122,0.792,0.18100000000000002,0.804,0.18,0,1,0,-33,Solid D,-3,0,1,0
WA-08,0.18433460602936066,0.4246742585612891,0.3492977944127728,0.0416933409965775,David Reichert,R,0.47700000000000004,0.447,0.49700000000000005,0.48100000000000004,0.515,0.46799999999999997,0.601950976267278,0.398049023732722,0,0,Tossup,0,1,0.5417,1
WA-09,0.001667774745756259,0.11033743726770592,0.6321917618297576,0.2558030261567802,Adam Smith,D,0.705,0.233,0.6829999999999999,0.29600000000000004,0.6859999999999999,0.299,0.271125684768475,0.728874315231525,0,-21,Solid D,-3,0,1,0
WA-10,0.09025146070462728,0.306474305298496,0.562830058982941,0.04044417501393578,Denny Heck,D,0.513,0.39899999999999997,0.563,0.41100000000000003,0.5720000000000001,0.41,0.413347833867926,0.586652166132074,0,-5,Solid D,-3,0,0.9991,0
WI-01,0.2163419334715185,0.4066447041956971,0.28089891515707177,0.09611444717571252,Paul Ryan,R,0.423,0.526,0.474,0.516,0.508,0.48100000000000004,0.64947141102909,0.302059309235134,0.04846927973577609,5,Lean R,1,1,0.1783,0
WI-02,0.2977812304857133,0.32953463433614827,0.24391646807573328,0.12876766710240523,Mark Pocan,D,0.6579999999999999,0.29,0.6829999999999999,0.305,0.701,0.28600000000000003,0.311621363613526,0.687175300205999,0.00120333618047531,-18,Solid D,-3,0,1,0
WI-03,0.5503073687182121,0.30753881807618083,0.12346792631164367,0.018685886893963517,Ron Kind,D,0.44799999999999995,0.493,0.5479999999999999,0.43799999999999994,0.594,0.391,0,0.988596996581788,0.011403003418212553,0,Solid D,-3,0,0.9961,0
WI-04,0,0.03693957665392049,0.307625139048598,0.6554352842974815,Gwen Moore,D,0.74,0.218,0.753,0.23800000000000002,0.7440000000000001,0.24600000000000002,0,0.767424514393065,0.23257548560693475,-25,Solid D,-3,0,1,0
WI-05,0.18632932506143834,0.44585087833924425,0.2526919566188217,0.11512783998049571,F. Sensenbrenner,R,0.373,0.574,0.377,0.613,0.418,0.5720000000000001,0.667033394397765,0.292896910276223,0.0400696953260124,13,Solid R,3,0,0.011,0
WI-06,0.4022408859265415,0.32415712245800177,0.22702813415311277,0.04657385746234403,Glenn Grothman,R,0.38799999999999996,0.557,0.45799999999999996,0.531,0.494,0.493,0.571547358076952,0.37255972428699,0.0558929176360577,8,Likely R,2,1,0.2372,0
WI-07,0.7374115761038426,0.19479220267761654,0.061157803019700765,0.0066384181988400825,Sean Duffy,R,0.373,0.5770000000000001,0.478,0.509,0.532,0.45299999999999996,0.616715111063265,0.382705212396245,5.79676540490406e-4,8,Solid R,3,0,0.0071,0
WI-08,0.4136834994662961,0.2884285757472361,0.2637267065154395,0.034161218271028256,Mike Gallagher,R,0.386,0.562,0.47600000000000003,0.513,0.537,0.45,0.626455550057727,0.37297817362142,5.662763208532631e-4,7,Solid R,3,0,0.004,0
WV-01,0.514883928209699,0.32589231454847467,0.14305716485030182,0.016166592391524532,David McKinley,R,0.264,0.68,0.355,0.622,0.415,0.5670000000000001,0.689733885225081,0.310266114774918,0,19,Solid R,3,0,8e-4,0
WV-02,0.5010973506819251,0.3820364013296179,0.10731321843677116,0.009553029551685858,Alexander Mooney,R,0.294,0.6579999999999999,0.38,0.6,0.439,0.547,0.581813448808747,0.418186551191254,0,17,Solid R,3,0,0.047,0
WV-03,0.676020699648106,0.2124214448354378,0.09835810391223349,0.013199751604222728,Vacant,Vacant,0.233,0.725,0.32799999999999996,0.65,0.423,0.557,0.678819477938765,0.239750737946868,0.0814297841143673,23,Lean R,1,1,0.0884,0
WY-AL,0.49199954033161303,0.2824645086265006,0.21175447533484612,0.013781475707040301,Liz Cheney,R,0.225,0.701,0.28,0.6920000000000001,0.327,0.652,0.620297407219115,0.299734684799187,0.07996790798169796,25,Solid R,3,0,1e-4,0
